accession	protein_name	gene_names	reviewed	length	go	subcellular_location	keywords	ec
A0A0H3GN93	Polar amino acid ABC transporter, inner membrane subunit	KPHS_10330	unreviewed	250	ATP-binding cassette (ABC) transporter complex [GO:0043190]; transmembrane transporter activity [GO:0022857]; amino acid transport [GO:0006865]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}. Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}.	Amino-acid transport;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	
A0A0H3GTP2	PTS family protein II component	KPHS_26930	unreviewed	88	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]		Phosphotransferase system;Reference proteome;Transferase	
A0A0H3GVH2	DNA-binding transcriptional regulator	KPHS_36590	unreviewed	288	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]		DNA-binding;Reference proteome;Transcription;Transcription regulation	
A0A0H3GWQ7	Permease IIC component	KPHS_41490	unreviewed	440	plasma membrane [GO:0005886]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.	Cell membrane;Membrane;Reference proteome;Sugar transport;Transmembrane;Transmembrane helix;Transport	
A0A0H3H0G6	LysR family transcriptional regulator	KPHS_35110	unreviewed	304	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; DNA-templated transcription [GO:0006351]		DNA-binding;Reference proteome;Transcription;Transcription regulation	
A0A0H3H1F2	Conjugal transfer pilus assembly protein TraE	KPHS_p201010	unreviewed	188			Membrane;Plasmid;Reference proteome;Transmembrane;Transmembrane helix	
A0A0H3GHR2	Transcriptional regulator LysR	KPHS_06020	unreviewed	302	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]		DNA-binding;Reference proteome;Transcription;Transcription regulation	
A0A0H3GHZ8	Guanidinium exporter	KPHS_03950	unreviewed	105	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651, ECO:0000256|RuleBase:RU003942}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651, ECO:0000256|RuleBase:RU003942}.	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	
A0A0H3GI51	LysR-family transcriptional regulator	KPHS_07870	unreviewed	298	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]		DNA-binding;Reference proteome;Transcription;Transcription regulation	
A0A0H3GJ93	Hha toxicity modulator TomB	KPHS_11870	unreviewed	124			Reference proteome	
A0A0H3GML3	Phage DNA binding protein	KPHS_05490	unreviewed	88			Reference proteome	
A0A0H3GN52	PTS EIIC type-2 domain-containing protein	KPHS_09880	unreviewed	420	plasma membrane [GO:0005886]; galactitol transmembrane transporter activity [GO:0015577]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.	Cell membrane;Membrane;Phosphotransferase system;Reference proteome;Sugar transport;Transmembrane;Transmembrane helix;Transport	
A0A0H3GN83	Inner membrane permease of ABC transporter	KPHS_10230	unreviewed	290	plasma membrane [GO:0005886]; ABC-type phosphonate transporter activity [GO:0015416]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}. Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}.	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	
A0A0H3GSH8	Regulatory protein TetR	KPHS_23230	unreviewed	197	DNA binding [GO:0003677]		DNA-binding;Reference proteome;Transcription;Transcription regulation	
A0A0H3GTQ0	Amino acid ABC superfamily ATP binding cassette transporter	KPHS_27130	unreviewed	218	ATP-binding cassette (ABC) transporter complex [GO:0043190]; transmembrane transporter activity [GO:0022857]; amino acid transport [GO:0006865]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}. Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}.	Amino-acid transport;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	
A0A0H3GV58	LysR-family transcriptional regulator	KPHS_35190	unreviewed	318	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; DNA-templated transcription [GO:0006351]		DNA-binding;Reference proteome;Transcription;Transcription regulation	
A0A0H3GVD4	UPF0301 protein KPHS_44500	KPHS_44500	unreviewed	187	cytosol [GO:0005829]		Reference proteome	
A0A0H3GX73	DNA-binding transcriptional repressor SrlR	KPHS_41130	unreviewed	257	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]		DNA-binding;Reference proteome;Transcription;Transcription regulation	
A0A0H3GXJ8	Multidrug efflux transport outer membrane protein EefC	KPHS_52100	unreviewed	454	cell outer membrane [GO:0009279]; efflux transmembrane transporter activity [GO:0015562]	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000256|ARBA:ARBA00004459, ECO:0000256|RuleBase:RU362097}; Lipid-anchor {ECO:0000256|ARBA:ARBA00004459, ECO:0000256|RuleBase:RU362097}.	Lipoprotein;Membrane;Palmitate;Reference proteome;Signal;Transmembrane;Transmembrane beta strand	
A0A0H3GXQ3	Propanediol utilization: polyhedral bodies	KPHS_42830	unreviewed	116	bacterial microcompartment [GO:0031469]	SUBCELLULAR LOCATION: Bacterial microcompartment {ECO:0000256|ARBA:ARBA00024322}.	Bacterial microcompartment;Reference proteome	
A0A0H3GYP3	Cytochrome d terminal oxidase polypeptide subunit II	KPHS_29060	unreviewed	336	cytochrome complex [GO:0070069]; plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]; aerobic electron transport chain [GO:0019646]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	
A0A0H3GYR6	Family 2 glycosyl transferase	KPHS_51190	unreviewed	245	transferase activity [GO:0016740]		Reference proteome;Transferase	
A0A0H3GZF8	Outer membrane lipoprotein	KPHS_31610	unreviewed	263	plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004193}; Lipid-anchor {ECO:0000256|ARBA:ARBA00004193}.	Lipoprotein;Membrane;Palmitate;Reference proteome;Signal	
A0A0H3GZY8	Slp family lipoprotein	KPHS_33360	unreviewed	193	outer membrane [GO:0019867]		Reference proteome;Signal	
A0A0H3GJ82	Binding-protein-dependent transport systems inner membrane component	KPHS_11720	unreviewed	283	plasma membrane [GO:0005886]; ABC-type maltose transporter activity [GO:0015423]; maltodextrin transmembrane transport [GO:0042956]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}. Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}.	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	
A0A0H3GKV2	Sugar ABC transport system permease component	KPHS_13200	unreviewed	340	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}.	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	
A0A0H3GLI7	Outer membrane-specific lipoprotein transporter subunit LolC	KPHS_19970	unreviewed	399	plasma membrane protein complex [GO:0098797]; lipoprotein localization to outer membrane [GO:0044874]; lipoprotein transport [GO:0042953]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.	Cell membrane;Lipoprotein;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	
A0A0H3GPD1	ABC transporter periplasmic binding protein	KPHS_30670	unreviewed	362	outer membrane-bounded periplasmic space [GO:0030288]		Reference proteome;Signal	
A0A0H3GPL4	ATP-binding protein of oligopeptide ABC transport system	KPHS_31870	unreviewed	334	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptide transport [GO:0015833]; transmembrane transport [GO:0055085]		ATP-binding;Nucleotide-binding;Reference proteome;Transport	
A0A0H3GS84	Nitrous oxide-stimulated promoter family protein	KPHS_41570	unreviewed	113			Reference proteome	
A0A0H3GT60	Transcriptional activator FtrA	KPHS_25330	unreviewed	365	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]		DNA-binding;Reference proteome;Transcription;Transcription regulation	
A0A0H3GVA2	Regulatory protein, IclR	KPHS_44350	unreviewed	262	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; negative regulation of DNA-templated transcription [GO:0045892]		DNA-binding;Reference proteome;Transcription;Transcription regulation	
A0A0H3GVD0	LysR family transcriptional regulator	KPHS_36140	unreviewed	304	cytosol [GO:0005829]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]		DNA-binding;Reference proteome;Transcription;Transcription regulation	
A0A0H3GVP5	Uncharacterized protein	KPHS_20310	unreviewed	168			Reference proteome	
A0A0H3GX66	Competence damage-inducible protein A	KPHS_41030	unreviewed	165			Reference proteome	
A0A0H3GYH0	LysR family transcriptional regulator	KPHS_45380	unreviewed	303	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; DNA-templated transcription [GO:0006351]; positive regulation of biosynthetic process [GO:0009891]		DNA-binding;Reference proteome;Transcription;Transcription regulation	
A0A0H3GKE9	tRNA sulfurtransferase (EC 2.8.1.4) (Sulfur carrier protein ThiS sulfurtransferase) (Thiamine biosynthesis protein ThiI) (tRNA 4-thiouridine synthase)	thiI KPHS_11150	unreviewed	482	cytosol [GO:0005829]; ATP binding [GO:0005524]; CCA tRNA nucleotidyltransferase activity [GO:0004810]; tRNA binding [GO:0000049]; tRNA-uracil-4 sulfurtransferase activity [GO:0140741]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]; thiazole biosynthetic process [GO:0052837]; tRNA 4-thiouridine biosynthesis [GO:0002937]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|HAMAP-Rule:MF_00021}.	ATP-binding;Cytoplasm;Disulfide bond;Nucleotide-binding;Redox-active center;Reference proteome;RNA-binding;Thiamine biosynthesis;Transferase;tRNA-binding	2.8.1.4
A0A0H3GSM0	RecBCD enzyme subunit RecB (EC 3.1.11.5) (EC 5.6.2.4) (DNA 3'-5' helicase subunit RecB) (Exonuclease V subunit RecB) (ExoV subunit RecB) (Helicase/nuclease RecBCD subunit RecB)	recB KPHS_42920	unreviewed	1162	cytosol [GO:0005829]; exodeoxyribonuclease V complex [GO:0009338]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; exodeoxyribonuclease V activity [GO:0008854]; magnesium ion binding [GO:0000287]; double-strand break repair via homologous recombination [GO:0000724]		ATP-binding;Coiled coil;DNA damage;DNA repair;DNA-binding;Exonuclease;Helicase;Hydrolase;Isomerase;Magnesium;Metal-binding;Nuclease;Nucleotide-binding;Reference proteome	3.1.11.5; 5.6.2.4
A0A0H3GVR8	Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)]	hldE KPHS_45850	unreviewed	477	cytosol [GO:0005829]; ATP binding [GO:0005524]; heptose 7-phosphate kinase activity [GO:0033785]; heptose-1-phosphate adenylyltransferase activity [GO:0033786]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]; ADP-L-glycero-beta-D-manno-heptose biosynthetic process [GO:0097171]; lipopolysaccharide core region biosynthetic process [GO:0009244]		ATP-binding;Carbohydrate metabolism;Kinase;Multifunctional enzyme;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase	2.7.1.167; 2.7.7.70
A0A0H3GKA8	GTP 3',8-cyclase (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A)	moaA KPHS_16370	unreviewed	329	4 iron, 4 sulfur cluster binding [GO:0051539]; cyclic pyranopterin monophosphate synthase activity [GO:0061799]; GTP 3',8'-cyclase activity [GO:0061798]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]; S-adenosyl-L-methionine binding [GO:1904047]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]		4Fe-4S;GTP-binding;Iron;Iron-sulfur;Lyase;Metal-binding;Molybdenum cofactor biosynthesis;Nucleotide-binding;Reference proteome;S-adenosyl-L-methionine	4.1.99.22
A0A0H3GWA7	NADH-quinone oxidoreductase subunit I (EC 7.1.1.-) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	nuoI KPHS_37380	unreviewed	180	plasma membrane [GO:0005886]; 4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; NADH dehydrogenase (quinone) (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]; aerobic respiration [GO:0009060]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004417, ECO:0000256|HAMAP-Rule:MF_01351}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004417, ECO:0000256|HAMAP-Rule:MF_01351}.	4Fe-4S;Cell inner membrane;Cell membrane;Iron;Iron-sulfur;Membrane;Metal-binding;NAD;Quinone;Reference proteome;Repeat;Translocase;Ubiquinone	7.1.1.-
A0A0H3GXR6	DNA gyrase subunit B (EC 5.6.2.2)	gyrB KPHS_52750	unreviewed	805	chromosome [GO:0005694]; cytoplasm [GO:0005737]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; metal ion binding [GO:0046872]; DNA topological change [GO:0006265]; DNA-templated DNA replication [GO:0006261]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01898}.	ATP-binding;Cytoplasm;DNA-binding;Isomerase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Topoisomerase	5.6.2.2
A0A0H3GVI1	Acyl carrier protein (ACP)	acpP KPHS_19710	unreviewed	78	cytosol [GO:0005829]; membrane [GO:0016020]; acyl binding [GO:0000035]; acyl carrier activity [GO:0000036]; Kdo2-lipid A biosynthetic process [GO:0036104]; lipid A biosynthetic process [GO:0009245]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01217}.	Cytoplasm;Fatty acid biosynthesis;Fatty acid metabolism;Lipid biosynthesis;Lipid metabolism;Phosphopantetheine;Phosphoprotein;Reference proteome	
A0A0H3H186	Phosphoenolpyruvate-protein phosphotransferase (EC 2.7.3.9) (Phosphotransferase system, enzyme I)	KPHS_38310	unreviewed	575	cytoplasm [GO:0005737]; kinase activity [GO:0016301]; metal ion binding [GO:0046872]; phosphoenolpyruvate-protein phosphotransferase activity [GO:0008965]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|PIRNR:PIRNR000732}.	Coiled coil;Cytoplasm;Kinase;Magnesium;Metal-binding;Phosphotransferase system;Reference proteome;Sugar transport;Transferase;Transport	2.7.3.9
A0A0H3GLG1	Phosphate acyltransferase (EC 2.3.1.274) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	plsX KPHS_19670	unreviewed	279	cytoplasm [GO:0005737]; phosphate:acyl-[acyl carrier protein] acyltransferase activity [GO:0043811]; fatty acid biosynthetic process [GO:0006633]; phospholipid biosynthetic process [GO:0008654]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00019}. Note=Associated with the membrane possibly through PlsY. {ECO:0000256|HAMAP-Rule:MF_00019}.	Cytoplasm;Lipid biosynthesis;Lipid metabolism;Phospholipid biosynthesis;Phospholipid metabolism;Reference proteome;Transferase	2.3.1.274
A0A0H3GXR1	DNA topoisomerase 4 subunit A (EC 5.6.2.2) (Topoisomerase IV subunit A)	parC KPHS_45640	unreviewed	752	chromosome [GO:0005694]; cytoplasm [GO:0005737]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex [GO:0009330]; extrinsic component of plasma membrane [GO:0019897]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; chromosome segregation [GO:0007059]; DNA topological change [GO:0006265]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|HAMAP-Rule:MF_00936}; Peripheral membrane protein {ECO:0000256|HAMAP-Rule:MF_00936}.	Cell membrane;Coiled coil;DNA-binding;Isomerase;Membrane;Reference proteome;Topoisomerase	5.6.2.2
A0A0H3GM56	Arginine 3rd transport system periplasmic binding protein	KPHS_17700	unreviewed	243	membrane [GO:0016020]; outer membrane-bounded periplasmic space [GO:0030288]; ligand-gated monoatomic ion channel activity [GO:0015276]; amino acid transport [GO:0006865]	SUBCELLULAR LOCATION: Periplasm {ECO:0000256|ARBA:ARBA00004418}.	Amino-acid transport;Periplasm;Reference proteome;Signal;Transport	
A0A0H3GPX1	Homoserine/homoserine lactone efflux protein	KPHS_01660	unreviewed	206	plasma membrane [GO:0005886]; homoserine transmembrane transporter activity [GO:0042970]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	
